date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:49:26	39521/39521	---M-Z	200	added ('OK')	text/javascript	etag:%223e0f3704f95e37b14a2a63ce82f58a52%22	http://assets.squarespace.com/universal/scripts-compressed/performance-6103798e486f903dfbc9-min.en-US.js	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/scripts-compressed/performance-6103798e486f903dfbc9-min.en-US.js	(from https://index.html/)
16:49:27	1441637/1441637	---M-Z	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2014:49:24%20GMT	https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css	(from https://index.html/)
16:49:34	308472/308472	---M-Z	200	added ('OK')	text/css	date:Fri,%2031%20Jan%202025%2014:49:27%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1738173351596-3CBVET3968X52MOL3HSY/static.css	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1738173351596-3CBVET3968X52MOL3HSY/static.css	(from https://index.html/)
16:49:37	64459/64459	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Jan%202025%2014:49:29%20GMT	https://index.html/cart	C:/Users/kndub/OneDrive/Documents/ccch/index.html/cart.html	(from https://index.html/)
16:49:37	664333/664333	---M-Z	200	added ('OK')	text/javascript	etag:%221988225306344ace059ca12f80e3403e%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-b5ac04963ac210623a45-min.en-US.js	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/scripts-compressed/common-vendors-b5ac04963ac210623a45-min.en-US.js	(from https://index.html/)
16:49:45	0/0	---M--	302	error ('Found')	text/html	etag:W/%2268a5fa86827211b183651be8618097e4%22	https://index.html/s/docsDrivingAcademyApplicationJuly2023.pdf	C:/Users/kndub/OneDrive/Documents/ccch/index.html/s/docsDrivingAcademyApplicationJuly2023.f.delayed	(from https://index.html/)
16:49:46	0/-1	---M--	302	error ('')			https://index.html/s/docsDrivingAcademyApplicationJuly2023.pdf	C:/Users/kndub/OneDrive/Documents/ccch/index.html/s/docsDrivingAcademyApplicationJuly2023.11.delayed	(from https://index.html/)
16:49:46	0/-1	---M--	302	error ('')			https://index.html/s/docsDrivingAcademyApplicationJuly2023.pdf	C:/Users/kndub/OneDrive/Documents/ccch/index.html/s/docsDrivingAcademyApplicationJuly2023.12.delayed	(from https://index.html/)
16:50:05	124848/124848	---M--	200	added ('OK')	image/png	etag:CI7sr9PAoOsCEAE=	http://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584090463185-DGKR7E61G68H70P507SK/ADA+Chosen+Logo.png?format=1500w	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584090463185-DGKR7E61G68H70P507SK/ADA+Chosen+Logo26f7.png	(from https://index.html/)
16:50:08	1569601/1569601	---M-Z	200	added ('OK')	text/javascript	etag:%22fc7f4828aa670bb320940fdfa63d8653%22	http://assets.squarespace.com/universal/scripts-compressed/common-4cfe52649a8384c6fbcb-min.en-US.js	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/scripts-compressed/common-4cfe52649a8384c6fbcb-min.en-US.js	(from https://index.html/)
16:50:08	399707/399707	---M--	200	added ('OK')	image/jpeg	etag:CPzUjdvAoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584093130919-D98VLG5LG196G9XONVAR/samuele-errico-piccarini-qAc3UNF8Hm4-unsplash.jpg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584093130919-D98VLG5LG196G9XONVAR/samuele-errico-piccarini-qAc3UNF8Hm4-unsplash.jpg	(from https://index.html/)
16:50:08	565569/565569	---M--	200	added ('OK')	image/jpeg	etag:CJf9/MfAoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584090819093-N4O9BY3O7IRCPLP0YXE3/image-asset.jpeg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584090819093-N4O9BY3O7IRCPLP0YXE3/image-asset.jpg	(from https://index.html/)
16:50:08	314184/314184	---M--	200	added ('OK')	image/jpeg	etag:CL7l4frAoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584090936728-0QWGHI5K8SVRQ5EFYTD5/jamie-street-XhzGiOXw8yE-unsplash.jpg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584090936728-0QWGHI5K8SVRQ5EFYTD5/jamie-street-XhzGiOXw8yE-unsplash.jpg	(from https://index.html/)
16:50:09	1469183/1469183	---M--	200	added ('OK')	image/jpeg	etag:CLmuys3AoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584097299486-FBTLH7SLJ1D04N0XCD2P/ryan-searle-k1AFA4N8O0g-unsplash.jpg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584097299486-FBTLH7SLJ1D04N0XCD2P/ryan-searle-k1AFA4N8O0g-unsplash.jpg	(from https://index.html/)
16:50:09	1150475/1150475	---M--	200	added ('OK')	image/jpeg	etag:CPj//ojBoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1585758417808-JHLX1DEYDAAAMM1LM9L3/image-asset.jpeg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1585758417808-JHLX1DEYDAAAMM1LM9L3/image-asset.jpg	(from https://index.html/)
16:50:09	587107/587107	---M--	200	added ('OK')	image/jpeg	etag:CKuC5P3AoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1585160208556-T3IAN1C9E41WVN2LBM76/image-asset.jpeg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1585160208556-T3IAN1C9E41WVN2LBM76/image-asset.jpg	(from https://index.html/)
16:50:10	0/-1	---M--	302	error ('')			https://index.html/s/docsDrivingAcademyApplicationJuly2023.pdf	C:/Users/kndub/OneDrive/Documents/ccch/index.html/s/docsDrivingAcademyApplicationJuly2023.1a.delayed	(from https://index.html/)
16:50:10	1601201/1601201	---M--	200	added ('OK')	image/jpeg	etag:COj/6cTAoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584094510883-2MMWT0JIZ70JHJSL8R4F/image-asset.jpeg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584094510883-2MMWT0JIZ70JHJSL8R4F/image-asset.jpg	(from https://index.html/)
16:50:12	405114/405114	---M--	200	added ('OK')	image/jpeg	etag:CNKA7fbAoOsCEAE=	https://raw.githubusercontent.com/Kraya007/PhKD/refs/heads/main/1A.jpeg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1587002607053-FAW1GNQ0ZMEJLCL59DX3/AdobeStock_36343626.jpg	(from https://index.html/)
16:50:12	403023/403023	---M--	200	added ('OK')	image/jpeg	etag:CMf4k/jAoOsCEAE=	https://raw.githubusercontent.com/Kraya007/PhKD/refs/heads/main/2A.jpg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1587002330711-GTB5MZYYSH32H0T7V5VM/image-asset.jpg	(from https://index.html/)
16:50:12	450189/450189	---M--	200	added ('OK')	image/jpeg	etag:CMnemOzAoOsCEAE=	https://raw.githubusercontent.com/Kraya007/PhKD/refs/heads/main/3A.jpg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1587002814385-2TG4XYPNWD1K4THXOKK4/AdobeStock_68349140.jpg	(from https://index.html/)
16:50:13	710659/710659	---M--	200	added ('OK')	image/jpeg	etag:CIDe7IDBoOsCEAE=	https://raw.githubusercontent.com/Kraya007/PhKD/refs/heads/main/5A.jpg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1587002364680-2KPNM08SGZUWY4A05KUS/image-asset.jpg	(from https://index.html/)
16:50:14	284948/284948	---M--	200	added ('OK')	image/jpeg	etag:CPXa0tXAoOsCEAE=	https://raw.githubusercontent.com/Kraya007/PhKD/refs/heads/main/6A.jpg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1587002409724-R6PWTXUBWOFHC9RPFEON/image-asset.jpg	(from https://index.html/)
16:50:16	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:16	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:17	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:18	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:20	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:22	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:25	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:25	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:26	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:26	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:27	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:28	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:29	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:29	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:30	266843/266843	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2014:50:15%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.bedeb58efc807da396a767cc186b7379.js	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.bedeb58efc807da396a767cc186b7379.js	(from https://index.html/)
16:50:30	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:31	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:32	1601201/1601201	---M--	200	added ('OK')	image/jpeg	etag:CKaV++/AoOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584107839717-SZ72QHIGM0G6Y1ECPF2A/image-asset.jpeg	C:/Users/kndub/OneDrive/Documents/ccch/images.squarespace-cdn.com/content/v1/5e6b4d205869b318a30811a9/1584107839717-SZ72QHIGM0G6Y1ECPF2A/image-asset.jpg	(from https://index.html/)
16:50:32	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2031%20Jan%202025%2014:50:33%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.32.delayed	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:33	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:33	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2031%20Jan%202025%2014:50:34%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:36	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:36	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2031%20Jan%202025%2014:50:37%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:36	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:37	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2031%20Jan%202025%2014:50:38%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:38	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/kndub/OneDrive/Documents/ccch/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
16:50:38	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2031%20Jan%202025%2014:50:39%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/kndub/OneDrive/Documents/ccch/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5e6b4d205869b318a30811a9/84/5c5a519771c10ba3470d8101/5e6b4d215869b318a30811c3/1607/site.css)
